orderID,employeeID,orderDate,freight,customerCompany,contactTitle,customerCity,customerCountry,employeeName,title,reportsTo,supplierCompany,productName,quantityPerUnit,orderUnitPrice,discontinued,categoryName,quantity,discount,days_to_ship
10259,4,18-07-2013,3.25,Centro comercial Moctezuma,Marketing Manager,Mexico City,Mexico,Margaret Peacock,Sales Representative,8,Federal Shipping,Sir Rodney's Scones,24 pkgs. x 4 pieces,8,0,Confections,10,0,7
10259,4,18-07-2013,3.25,Centro comercial Moctezuma,Marketing Manager,Mexico City,Mexico,Margaret Peacock,Sales Representative,8,Federal Shipping,Gravad lax,12 - 500 g pkgs.,20.8,0,Seafood,1,0,7
10260,4,19-07-2013,55.09,Ottilies Käseladen,Owner,Köln,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Jack's New England Clam Chowder,12 - 12 oz cans,7.7,0,Seafood,16,0.25,10
10260,4,19-07-2013,55.09,Ottilies Käseladen,Owner,Köln,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Ravioli Angelo,24 - 250 g pkgs.,15.6,0,Grains & Cereals,50,0,10
10260,4,19-07-2013,55.09,Ottilies Käseladen,Owner,Köln,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Tarte au sucre,48 pies,39.4,0,Confections,15,0.25,10
10260,4,19-07-2013,55.09,Ottilies Käseladen,Owner,Köln,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Outback Lager,24 - 355 ml bottles,12,0,Beverages,21,0.25,10
10261,4,19-07-2013,3.05,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,8,United Package,Sir Rodney's Scones,24 pkgs. x 4 pieces,8,0,Confections,20,0,11
10261,4,19-07-2013,3.05,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,8,United Package,Steeleye Stout,24 - 12 oz bottles,14.4,0,Beverages,20,0,11
10262,8,22-07-2013,48.29,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,2,Federal Shipping,Chef Anton's Gumbo Mix,36 boxes,17,1,Condiments,12,0.2,3
10262,8,22-07-2013,48.29,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,2,Federal Shipping,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,24,0,Produce,15,0,3
10262,8,22-07-2013,48.29,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,2,Federal Shipping,Gnocchi di nonna Alice,24 - 250 g pkgs.,30.4,0,Grains & Cereals,2,0,3
10263,9,23-07-2013,146.06,Ernst Handel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,5,Federal Shipping,Pavlova,32 - 500 g boxes,13.9,0,Confections,60,0.25,8
10263,9,23-07-2013,146.06,Ernst Handel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,5,Federal Shipping,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,28,0,8
10263,9,23-07-2013,146.06,Ernst Handel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,5,Federal Shipping,Nord-Ost Matjeshering,10 - 200 g glasses,20.7,0,Seafood,60,0.25,8
10263,9,23-07-2013,146.06,Ernst Handel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,5,Federal Shipping,Longlife Tofu,5 kg pkg.,8,0,Produce,36,0.25,8
10264,6,24-07-2013,3.67,Folk och fä HB,Owner,Bräcke,Sweden,Michael Suyama,Sales Representative,5,Federal Shipping,Chang,24 - 12 oz bottles,15.2,0,Beverages,35,0,30
10264,6,24-07-2013,3.67,Folk och fä HB,Owner,Bräcke,Sweden,Michael Suyama,Sales Representative,5,Federal Shipping,Jack's New England Clam Chowder,12 - 12 oz cans,7.7,0,Seafood,25,0.15,30
10265,2,25-07-2013,55.28,Blondesddsl père et fils,Marketing Manager,Strasbourg,France,Andrew Fuller,Vice President Sales,,Speedy Express,Alice Mutton,20 - 1 kg tins,31.2,1,Meat & Poultry,30,0,18
10265,2,25-07-2013,55.28,Blondesddsl père et fils,Marketing Manager,Strasbourg,France,Andrew Fuller,Vice President Sales,,Speedy Express,Outback Lager,24 - 355 ml bottles,12,0,Beverages,20,0,18
10266,3,26-07-2013,25.73,Wartian Herkku,Accounting Manager,Oulu,Finland,Janet Leverling,Sales Representative,8,Federal Shipping,Queso Manchego La Pastora,10 - 500 g pkgs.,30.4,0,Dairy Products,12,0.05,5
10267,4,29-07-2013,208.58,Frankenversand,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Boston Crab Meat,24 - 4 oz tins,14.7,0,Seafood,50,0,8
10267,4,29-07-2013,208.58,Frankenversand,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Raclette Courdavault,5 kg pkg.,44,0,Dairy Products,70,0.15,8
10267,4,29-07-2013,208.58,Frankenversand,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Lakkaliköri,500 ml,14.4,0,Beverages,15,0.15,8
10268,8,30-07-2013,66.29,GROSELLA-Restaurante,Owner,Caracas,Venezuela,Laura Callahan,Sales Manager,2,Federal Shipping,Thüringer Rostbratwurst,50 bags x 30 sausgs.,99,1,Meat & Poultry,10,0,3
10268,8,30-07-2013,66.29,GROSELLA-Restaurante,Owner,Caracas,Venezuela,Laura Callahan,Sales Manager,2,Federal Shipping,Mozzarella di Giovanni,24 - 200 g pkgs.,27.8,0,Dairy Products,4,0,3
10269,5,31-07-2013,4.56,White Clover Markets,Owner,Seattle,USA,Steven Buchanan,Sales Manager,2,Speedy Express,Geitost,500 g,2,0,Dairy Products,60,0.05,9
10269,5,31-07-2013,4.56,White Clover Markets,Owner,Seattle,USA,Steven Buchanan,Sales Manager,2,Speedy Express,Mozzarella di Giovanni,24 - 200 g pkgs.,27.8,0,Dairy Products,20,0.05,9
10270,1,01-08-2013,136.54,Wartian Herkku,Accounting Manager,Oulu,Finland,Nancy Davolio,Sales Representative,8,Speedy Express,Inlagd Sill,24 - 250 g  jars,15.2,0,Seafood,30,0,1
10270,1,01-08-2013,136.54,Wartian Herkku,Accounting Manager,Oulu,Finland,Nancy Davolio,Sales Representative,8,Speedy Express,Ipoh Coffee,16 - 500 g tins,36.8,0,Beverages,25,0,1
10271,6,01-08-2013,4.54,Split Rail Beer & Ale,Sales Manager,Lander,USA,Michael Suyama,Sales Representative,5,United Package,Geitost,500 g,2,0,Dairy Products,24,0,29
10272,6,02-08-2013,98.03,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,5,United Package,Sir Rodney's Marmalade,30 gift boxes,64.8,0,Confections,6,0,4
10272,6,02-08-2013,98.03,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,5,United Package,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,40,0,4
10272,6,02-08-2013,98.03,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,5,United Package,Mozzarella di Giovanni,24 - 200 g pkgs.,27.8,0,Dairy Products,24,0,4
10273,3,05-08-2013,76.07,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,8,Federal Shipping,Ikura,12 - 200 ml jars,24.8,0,Seafood,24,0.05,7
10273,3,05-08-2013,76.07,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,8,Federal Shipping,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,15,0.05,7
10273,3,05-08-2013,76.07,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,8,Federal Shipping,Geitost,500 g,2,0,Dairy Products,20,0,7
10273,3,05-08-2013,76.07,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,8,Federal Shipping,Boston Crab Meat,24 - 4 oz tins,14.7,0,Seafood,60,0.05,7
10273,3,05-08-2013,76.07,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,8,Federal Shipping,Lakkaliköri,500 ml,14.4,0,Beverages,33,0.05,7
10274,6,06-08-2013,6.01,Vins et alcools Chevalier,Accounting Manager,Reims,France,Michael Suyama,Sales Representative,5,Speedy Express,Flotemysost,10 - 500 g pkgs.,17.2,0,Dairy Products,20,0,10
10274,6,06-08-2013,6.01,Vins et alcools Chevalier,Accounting Manager,Reims,France,Michael Suyama,Sales Representative,5,Speedy Express,Mozzarella di Giovanni,24 - 200 g pkgs.,27.8,0,Dairy Products,7,0,10
10275,1,07-08-2013,26.93,Magazzini Alimentari Riuniti,Marketing Manager,Bergamo,Italy,Nancy Davolio,Sales Representative,8,Speedy Express,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,12,0.05,2
10275,1,07-08-2013,26.93,Magazzini Alimentari Riuniti,Marketing Manager,Bergamo,Italy,Nancy Davolio,Sales Representative,8,Speedy Express,Raclette Courdavault,5 kg pkg.,44,0,Dairy Products,6,0.05,2
10276,8,08-08-2013,13.84,Tortuga Restaurante,Owner,Mexico City,Mexico,Laura Callahan,Sales Manager,2,Federal Shipping,Ikura,12 - 200 ml jars,24.8,0,Seafood,15,0,6
10276,8,08-08-2013,13.84,Tortuga Restaurante,Owner,Mexico City,Mexico,Laura Callahan,Sales Manager,2,Federal Shipping,Konbu,2 kg box,4.8,0,Seafood,10,0,6
10277,2,09-08-2013,125.77,Morgenstern Gesundkost,Marketing Assistant,Leipzig,Germany,Andrew Fuller,Vice President Sales,,Federal Shipping,Rössle Sauerkraut,25 - 825 g cans,36.4,1,Produce,20,0,4
10277,2,09-08-2013,125.77,Morgenstern Gesundkost,Marketing Assistant,Leipzig,Germany,Andrew Fuller,Vice President Sales,,Federal Shipping,Tarte au sucre,48 pies,39.4,0,Confections,12,0,4
10278,8,12-08-2013,92.69,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Laura Callahan,Sales Manager,2,United Package,Gula Malacca,20 - 2 kg bags,15.5,0,Condiments,16,0,4
10278,8,12-08-2013,92.69,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Laura Callahan,Sales Manager,2,United Package,Raclette Courdavault,5 kg pkg.,44,0,Dairy Products,15,0,4
10278,8,12-08-2013,92.69,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Laura Callahan,Sales Manager,2,United Package,Vegie-spread,15 - 625 g jars,35.1,0,Condiments,8,0,4
10278,8,12-08-2013,92.69,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Laura Callahan,Sales Manager,2,United Package,Röd Kaviar,24 - 150 g jars,12,0,Seafood,25,0,4
10279,8,13-08-2013,25.83,Lehmanns Marktstand,Sales Representative,Frankfurt a.M.,Germany,Laura Callahan,Sales Manager,2,United Package,Alice Mutton,20 - 1 kg tins,31.2,1,Meat & Poultry,15,0.25,3
10280,2,14-08-2013,8.98,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Andrew Fuller,Vice President Sales,,Speedy Express,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,12,0,29
10280,2,14-08-2013,8.98,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Andrew Fuller,Vice President Sales,,Speedy Express,Pâté chinois,24 boxes x 2 pies,19.2,0,Meat & Poultry,20,0,29
10280,2,14-08-2013,8.98,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Andrew Fuller,Vice President Sales,,Speedy Express,Rhönbräu Klosterbier,24 - 0.5 l bottles,6.2,0,Beverages,30,0,29
10281,4,14-08-2013,2.94,Romero y tomillo,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,8,Speedy Express,Teatime Chocolate Biscuits,10 boxes x 12 pieces,7.3,0,Confections,1,0,7
10281,4,14-08-2013,2.94,Romero y tomillo,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,8,Speedy Express,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,6,0,7
10281,4,14-08-2013,2.94,Romero y tomillo,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,8,Speedy Express,Steeleye Stout,24 - 12 oz bottles,14.4,0,Beverages,4,0,7
10282,4,15-08-2013,12.69,Romero y tomillo,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,8,Speedy Express,Nord-Ost Matjeshering,10 - 200 g glasses,20.7,0,Seafood,6,0,6
10282,4,15-08-2013,12.69,Romero y tomillo,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,8,Speedy Express,Ravioli Angelo,24 - 250 g pkgs.,15.6,0,Grains & Cereals,2,0,6
10283,3,16-08-2013,84.81,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,8,Federal Shipping,Genen Shouyu,24 - 250 ml bottles,12.4,0,Condiments,20,0,7
10283,3,16-08-2013,84.81,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,8,Federal Shipping,Teatime Chocolate Biscuits,10 boxes x 12 pieces,7.3,0,Confections,18,0,7
10283,3,16-08-2013,84.81,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,8,Federal Shipping,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,35,0,7
10283,3,16-08-2013,84.81,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,8,Federal Shipping,Mozzarella di Giovanni,24 - 200 g pkgs.,27.8,0,Dairy Products,3,0,7
10284,4,19-08-2013,76.56,Lehmanns Marktstand,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Schoggi Schokolade,100 - 100 g pieces,35.1,0,Confections,15,0.25,8
10284,4,19-08-2013,76.56,Lehmanns Marktstand,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Gula Malacca,20 - 2 kg bags,15.5,0,Condiments,21,0,8
10284,4,19-08-2013,76.56,Lehmanns Marktstand,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,20,0.25,8
10284,4,19-08-2013,76.56,Lehmanns Marktstand,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,8,Speedy Express,Laughing Lumberjack Lager,24 - 12 oz bottles,11.2,0,Beverages,5,0.25,8
10285,1,20-08-2013,76.83,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,8,United Package,Chai,10 boxes x 20 bags,14.4,0,Beverages,45,0.2,6
10285,1,20-08-2013,76.83,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,8,United Package,Boston Crab Meat,24 - 4 oz tins,14.7,0,Seafood,40,0.2,6
10285,1,20-08-2013,76.83,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,8,United Package,Perth Pasties,48 pieces,26.2,1,Meat & Poultry,36,0.2,6
10286,8,21-08-2013,229.24,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,2,Federal Shipping,Steeleye Stout,24 - 12 oz bottles,14.4,0,Beverages,100,0,9
10286,8,21-08-2013,229.24,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,2,Federal Shipping,Tarte au sucre,48 pies,39.4,0,Confections,40,0,9
10287,8,22-08-2013,12.76,Ricardo Adocicados,Assistant Sales Agent,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,2,Federal Shipping,Pavlova,32 - 500 g boxes,13.9,0,Confections,40,0.15,6
10287,8,22-08-2013,12.76,Ricardo Adocicados,Assistant Sales Agent,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,2,Federal Shipping,Sasquatch Ale,24 - 12 oz bottles,11.2,0,Beverages,20,0,6
10287,8,22-08-2013,12.76,Ricardo Adocicados,Assistant Sales Agent,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,2,Federal Shipping,Spegesild,4 - 450 g glasses,9.6,0,Seafood,15,0.15,6
10288,4,23-08-2013,7.45,Reggiani Caseifici,Sales Associate,Reggio Emilia,Italy,Margaret Peacock,Sales Representative,8,Speedy Express,Tourtière,16 pies,5.9,0,Meat & Poultry,10,0.1,11
10288,4,23-08-2013,7.45,Reggiani Caseifici,Sales Associate,Reggio Emilia,Italy,Margaret Peacock,Sales Representative,8,Speedy Express,Scottish Longbreads,10 boxes x 8 pieces,10,0,Confections,3,0.1,11
10289,7,26-08-2013,22.77,B's Beverages,Sales Representative,London,UK,Robert King,Sales Representative,5,Federal Shipping,Aniseed Syrup,12 - 550 ml bottles,8,0,Condiments,30,0,2
10289,7,26-08-2013,22.77,B's Beverages,Sales Representative,London,UK,Robert King,Sales Representative,5,Federal Shipping,Wimmers gute Semmelknödel,20 bags x 4 pieces,26.6,0,Grains & Cereals,9,0,2
10290,8,27-08-2013,79.7,Comércio Mineiro,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,2,Speedy Express,Chef Anton's Gumbo Mix,36 boxes,17,1,Condiments,20,0,7
10290,8,27-08-2013,79.7,Comércio Mineiro,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,2,Speedy Express,Thüringer Rostbratwurst,50 bags x 30 sausgs.,99,1,Meat & Poultry,15,0,7
10290,8,27-08-2013,79.7,Comércio Mineiro,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,2,Speedy Express,Maxilaku,24 - 50 g pkgs.,16,0,Confections,15,0,7
10290,8,27-08-2013,79.7,Comércio Mineiro,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,2,Speedy Express,Original Frankfurter Grüne Soße,12 boxes,10.4,0,Condiments,10,0,7
10291,6,27-08-2013,6.4,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Michael Suyama,Sales Representative,5,United Package,Konbu,2 kg box,4.8,0,Seafood,20,0.1,8
10291,6,27-08-2013,6.4,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Michael Suyama,Sales Representative,5,United Package,Gula Malacca,20 - 2 kg bags,15.5,0,Condiments,24,0.1,8
10291,6,27-08-2013,6.4,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Michael Suyama,Sales Representative,5,United Package,Manjimup Dried Apples,50 - 300 g pkgs.,42.4,0,Produce,2,0.1,8
10292,1,28-08-2013,1.35,Tradição Hipermercados,Sales Representative,Sao Paulo,Brazil,Nancy Davolio,Sales Representative,8,United Package,Sir Rodney's Marmalade,30 gift boxes,64.8,0,Confections,20,0,5
10293,1,29-08-2013,21.18,Tortuga Restaurante,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,8,Federal Shipping,Carnarvon Tigers,16 kg pkg.,50,0,Seafood,12,0,13
10293,1,29-08-2013,21.18,Tortuga Restaurante,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,8,Federal Shipping,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,10,0,13
10293,1,29-08-2013,21.18,Tortuga Restaurante,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,8,Federal Shipping,Vegie-spread,15 - 625 g jars,35.1,0,Condiments,5,0,13
10293,1,29-08-2013,21.18,Tortuga Restaurante,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,8,Federal Shipping,Rhönbräu Klosterbier,24 - 0.5 l bottles,6.2,0,Beverages,6,0,13
10294,4,30-08-2013,147.26,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,8,United Package,Chai,10 boxes x 20 bags,14.4,0,Beverages,18,0,6
10294,4,30-08-2013,147.26,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,8,United Package,Alice Mutton,20 - 1 kg tins,31.2,1,Meat & Poultry,15,0,6
10294,4,30-08-2013,147.26,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,8,United Package,Ipoh Coffee,16 - 500 g tins,36.8,0,Beverages,15,0,6
10294,4,30-08-2013,147.26,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,8,United Package,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,21,0,6
10294,4,30-08-2013,147.26,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,8,United Package,Rhönbräu Klosterbier,24 - 0.5 l bottles,6.2,0,Beverages,6,0,6
